UserId,RecommendedItemIds
2843,9548 30187 27595 30266 28207
2845,8260 4181 26607 9534 235
2850,22965 18512 9548 11578 21354
2860,9548 30187 27595 8442 19584
2862,18512 22965 30187 9548 35988
2865,8999 34913 24364 35052 30844
2867,21511 30059 19889 24822 18211
2869,711 31708 26923 35107 26043
2875,11578 22965 19112 13672 21737
2877,33010 3388 7281 16514 3559
2880,30266 31730 35458 34521 45
2883,28840 30187 28207 18512 20532
2884,30266 21354 8589 9548 28139
2886,1378 3751 18211 17911 27323
2888,14653 27595 8966 855 7562
2895,14653 8966 35067 21146 1137
2903,21775 9548 28589 22917 29579
2904,11168 15149 13397 11400 20240
2908,5779 3282 6721 36173 15027
2909,30266 26459 31730 18512 28207
2914,28271 3282 17099 3051 9953
2917,19979 14692 1689 18456 7832
2921,32797 2329 18512 1819 26459
2926,28271 34664 22965 28207 9784
2933,28840 31119 28198 28207 26607
2935,14653 1137 29466 19111 10551
2951,12094 17593 19920 35416 2329
2957,34009 19845 15803 21819 22965
2964,36035 17236 2440 18512 28207
2967,30694 26540 855 4602 8796
2968,20934 33501 26222 27355 22933
2978,30668 30945 15718 2329 10099
2985,22965 25812 20144 11578 27595
2990,28198 28207 30548 45 36705
2993,27595 28207 30187 9548 25709
2996,26540 30694 12094 26607 31119
2997,17034 13672 22965 30059 7318
2998,30266 9548 1819 31730 13672
3001,22965 6178 30187 6135 34092
3003,9548 14415 26246 30266 32666
3014,14653 9548 18512 13981 26459
3017,13489 22965 28198 11906 19112
3019,13428 34092 5371 31119 12094
3020,28207 25812 34664 21511 7337
3023,19920 12094 34885 17593 19476
3028,3751 31002 18729 36608 21737
3032,14653 10921 434 7064 1378
3041,8884 8720 25709 27827 8880
3043,22838 27595 12450 14195 14371
3050,22965 17352 34664 10921 24815
3056,28198 28840 22965 34283 30187
3057,26760 35964 18456 35941 30633
3059,9548 18512 30266 26459 30187
3064,4753 23360 35982 1001 14415
3065,13015 19845 29103 16528 9040
3066,34389 1335 30694 29578 31119
3069,28207 27595 30409 7337 30187
3071,30694 26540 28840 855 18512
3072,27595 20934 26222 3960 12450
3073,26540 14653 30694 28198 855
3074,37062 9548 34092 17667 30172
3077,31119 3960 10782 29466 29283
3082,30694 26540 8796 16884 18704
3091,30945 35492 871 3282 19065
3093,9548 26459 28207 4478 30266
3095,8999 22965 14624 8996 28680
3098,28207 18512 19476 27595 30187
3101,25812 28207 30266 5728 5054
3104,9784 34092 18512 28207 36035
3105,28840 26540 18512 30694 20532
3106,28198 30172 13489 19112 23360
3107,28207 17236 30187 19476 34664
3108,22965 29187 15042 23500 4187
3113,36608 3751 13489 13672 31002
3118,20144 6135 22965 33523 35407
3123,27595 9548 12852 17352 8996
3127,18512 30187 4478 22965 9548
3133,35999 34092 20532 2440 29578
3137,18905 35999 19325 16492 4645
3157,20080 35713 27110 23729 2012
3163,19476 28207 17034 21511 19889
3165,27595 9548 21354 30187 12876
3166,19112 505 35941 14415 13672
3167,23360 30274 166 19112 35756
3168,22965 28198 24815 6135 10921
3173,22965 34283 28840 17034 34009
3180,235 30265 252 26607 9784
3188,35988 13981 4310 18512 20703
3189,33827 25812 15803 26483 35044
3190,28198 7930 12635 14046 32797
3191,27355 22965 28207 14371 15803
3192,9548 18512 28198 30187 21511
3195,28198 28207 18512 30106 31119
3198,20144 1509 29466 1106 6458
3201,34283 27842 855 11528 21714
3202,17593 29579 12450 19111 19920
3203,9548 21354 11862 13981 18512
3206,26459 25442 19476 10540 35746
3212,24815 9667 15803 3499 34035
3214,14322 27827 8630 5002 8589
3216,27595 29283 30187 9089 19584
3218,14371 11578 18512 28207 14653
3221,10782 17593 9089 31119 12450
3227,28207 9548 30187 18512 21511
3229,30668 20534 8108 35669 30694
3240,15672 33912 12900 25203 35669
3243,28207 18512 8406 26607 14073
3244,20534 21588 22965 8142 34716
3248,9548 30187 37062 31417 34092
3249,25812 33523 10850 17671 5054
3250,30409 28207 25812 27842 11528
3253,26540 855 1819 30694 31632
3256,27323 13981 7524 11219 11862
3260,21775 18477 29283 28034 29466
3265,9548 13489 34883 28198 19112
3273,1153 855 26540 8406 18512
3279,27842 27595 25812 30187 19112
3281,28840 21293 34756 26607 6197
3287,855 27595 28840 30694 26540
3294,28198 28207 11906 18512 17236
3296,19476 22965 31786 1103 28139
3298,9548 18512 28198 30187 21511
3302,30266 19476 26459 9548 8967
3304,12094 18512 26607 31119 28207
3309,30187 27842 27595 28207 18512
3319,9548 9089 30187 17671 15992
3320,24822 21719 3559 15050 27323
3324,19476 32699 28210 30266 20080
3325,25812 30266 28207 27842 20080
3326,30266 9548 31730 1819 28207
3328,30266 28207 5054 14371 26459
3330,9548 27180 34885 11253 37062
3332,30266 19476 9548 26459 8967
3336,13011 13489 4187 23500 21413
3350,30266 19111 18480 34521 10031
3351,20144 14046 28198 36705 45
3354,10850 19476 22965 29845 3943
3358,21088 29926 28210 31632 2232
3360,27323 25804 7524 14653 8721
3361,33146 19845 4063 30312 35669
3364,36828 15434 31632 27614 30668
3374,26607 18512 9784 32797 31119
3376,29579 31756 29813 24163 10782
3378,9089 27595 19584 22965 9327
3379,5728 33874 5371 33523 9630
3387,28198 8589 22965 9548 30187
3392,28207 9548 30266 30187 27595
3396,14653 8880 8884 18512 27595
3402,20018 3260 23200 33010 2106
3407,29466 29283 19111 18477 17593
3411,14653 32797 28861 35988 12635
3413,9548 21511 3282 11617 27827
3418,30266 8720 18607 34756 33827
3421,27595 855 30187 12876 110
3422,9089 14653 29578 8108 14371
3424,13672 23360 28198 9548 13489
3434,8589 9548 30187 34092 37062
3435,14653 10782 29813 6721 32797
3438,24297 26809 7951 29466 14793
3439,30266 19476 13485 34756 21710
3452,28198 35999 7930 36035 11652
3455,22965 6178 6135 20144 24815
3459,18512 30187 855 29283 14371
3461,9548 5002 20144 8996 29283
3464,9548 30187 30059 13489 18512
3468,22965 19845 29103 4187 10195
3469,14415 25812 1715 30409 9548
3474,22965 3282 7948 31119 18512
3475,27595 14371 11578 15803 22838
3482,14653 31632 19112 26540 9009
3487,14653 20144 29283 25823 35766
3488,28210 26961 30414 21710 3388
3492,20144 28198 24728 31632 14046
3496,30668 20534 14692 32797 709
3505,27595 855 24815 14793 30187
3511,36608 24822 13489 29591 7950
3513,18908 30548 36705 28207 24585
3518,27595 30414 9089 14195 12876
3523,19476 28207 19999 14371 25992
3525,34903 34871 33629 14653 21354
3528,15434 36449 33458 10444 2232
3532,30266 9548 30187 7492 1819
3540,28198 31119 29283 19111 24728
3543,27595 30187 29283 9548 26246
3548,37062 30266 9548 34092 2440
3550,9548 18512 30187 12094 1137
3552,28198 14046 28207 18512 7930
3558,14653 10782 8884 14371 8880
3560,30266 9548 28207 19476 18512
3561,711 35999 24822 8589 12599
3563,33053 21028 2329 32797 14371
3564,9548 34883 35988 2219 8646
3565,9548 13489 13672 30187 22965
3572,10782 32797 3282 31119 6721
3581,9548 14653 13981 18512 34883
3582,28073 10517 23360 17099 8031
3583,29283 30187 28198 31119 28840
3587,19476 6721 10850 14371 17911
3591,37062 17667 19911 17411 26543
3592,37062 30265 17540 32976 34885
3596,31119 32797 12094 29578 3282
3602,11578 22965 9089 13489 21737
3604,28198 31119 22965 29283 30187
3611,14653 27595 29283 5729 31632
3616,19476 31786 30266 24098 27595
3624,22965 6178 24815 28840 34664
3626,24149 26540 2003 20731 30274
3627,30266 31730 7990 21775 18477
3628,19584 23500 13981 32187 15139
3634,35646 855 10551 17115 28198
3637,7524 27323 8966 17307 21146
3644,20731 28198 20188 30274 26540
3645,25812 8999 33679 8442 14624
3656,22965 25812 18013 15803 7696
3662,18512 28198 28207 28840 30187
3664,19111 30182 29466 17593 31308
3670,28198 30172 32648 166 31002
3673,26459 9548 30266 14653 21354
3674,12402 4223 16914 3904 17240
3675,21354 27595 855 18512 14171
3676,14653 2329 18512 1819 26110
3677,28198 28840 17034 20731 34283
3678,30187 18512 28207 9548 855
3679,18211 36608 18729 27469 28476
3691,35669 33146 10745 17142 31632
3692,14653 24815 27323 32215 30072
3693,28198 28207 18512 28840 8031
3695,29283 3960 29466 20144 31119
3696,17099 15076 28073 23360 34885
3697,18512 3282 4478 32797 9548
3698,15076 34883 15804 13981 13197
3699,14653 28198 18512 11578 9089
3707,29283 31119 32187 25860 11070
3708,9548 30059 21354 21511 30187
3712,34664 22965 25812 15803 3625
3715,19476 28207 2329 18921 18512
3717,19920 12094 34885 17593 19476
3721,28198 25812 35646 14046 1258
3730,30059 24822 13981 23500 21354
3749,30187 9548 29283 19272 28207
3753,30266 24822 29579 22028 8336
3754,7948 18512 19112 19272 14371
3758,29283 28198 20144 14046 30548
3767,22965 17352 6178 15042 4187
3771,12922 19883 7678 22917 21775
3774,27595 17593 14371 19111 29283
3775,22965 34283 28840 17034 25812
3776,22965 30187 20144 9089 7948
3781,14653 14692 1378 36960 12635
3784,8720 20080 12978 10119 24397
3790,14653 27595 26459 8884 1137
3798,13981 23500 13197 35941 13159
3800,27595 29283 30187 855 4223
3801,26540 30694 1819 12900 23826
3807,9548 30266 23777 8589 30187
3812,23360 19112 30182 19140 166
3819,12635 3021 20747 28198 11927
3820,14653 27323 7562 14073 28200
3828,9548 13489 35988 33558 9089
3830,9548 30187 28198 28206 30172
3832,9548 14653 26450 18512 9750
3837,7567 14653 26212 9089 29578
3840,27595 9548 30187 29283 17593
3841,9548 11906 30187 28207 31417
3844,31308 166 30172 26846 28198
3846,30694 29103 35964 14692 26540
3848,30266 28207 18607 27595 7337
3861,30266 36583 9548 7492 15434
3864,28207 17236 26459 14073 33874
3866,24149 2003 33580 30414 34716
3868,30266 10517 28073 27779 9892
3869,29511 19999 13672 17034 28329
3871,30266 31730 15434 24098 9548
3873,19476 35069 17447 24438 1715
3875,31308 22391 30182 5371 7118
3877,22965 6135 29845 27355 34009
3878,30187 28207 34092 9548 18512
3880,20934 3960 26607 31119 27355
3885,30414 15678 15050 8142 24149
3886,9548 28198 30187 14653 13600
3888,9548 13489 3412 14415 30172
3889,28271 21775 7581 34326 31308
3892,27595 30414 9089 110 21028
3899,24815 22965 15803 14653 6178
3906,9548 31632 30266 13489 12876
3910,14653 8884 27595 27323 31632
3913,5371 25812 29054 5728 33523
3916,8999 20144 25812 1509 20934
3917,28198 28207 18512 28840 8031
3919,15803 24815 10018 7524 111
3923,31441 22391 5371 34009 34398
3929,14653 27595 33441 9089 15520
3932,8720 8884 21775 7337 22917
3936,27595 12876 30187 855 14195
3943,29832 30172 7194 28589 13191
3955,13211 10834 33432 29203 20534
3969,30266 28207 28198 9548 30187
3971,14653 18512 32797 21737 28198
3972,30266 26459 16256 36583 18607
3974,28198 32797 36035 31119 7930
3977,28198 20731 27676 13672 12635
3979,28207 28034 21775 18477 30266
3981,29283 29466 31119 9548 18477
3983,19112 19111 13672 21346 15665
3989,28207 28198 18512 8406 27110
3990,29283 7156 8442 9089 28034
3992,28207 22965 34283 28840 30187
4001,21775 30409 25971 28034 22917
4010,9548 30266 23777 5624 12768
4015,28207 19476 34664 14073 1103
4019,8999 27595 8996 22965 2394
4025,31002 28271 32648 1190 27091
4028,22965 30187 25812 34664 7948
4035,7581 1244 15076 5967 9784
4037,30274 12900 27110 17582 20731
4041,30187 28207 29283 27595 22965
4058,32797 2329 18512 1819 26459
4061,14692 25955 10123 17565 8646
4066,27842 27595 25812 30187 19112
4068,28271 21511 11906 23943 27091
4069,35999 8589 18105 36583 12698
4070,33874 30266 18607 5728 23774
4074,12402 29466 36705 29283 24585
4081,27595 9548 1137 30187 29283
4084,11927 15076 12094 19883 32797
4087,28198 30187 28840 18512 855
4089,12778 24149 17565 32849 20462
4090,30668 19989 35669 33010 30414
4097,30266 7492 26809 9548 15434
4099,20934 3960 27355 22838 20144
4106,9548 13489 28198 21354 18512
4107,14073 18512 6721 28198 32797
4108,30414 28210 14371 21028 4753
4110,20934 22933 3960 27355 1399
4112,22965 3944 252 30187 31165
4119,25709 31020 19584 7194 23530
4121,5622 24149 20539 26625 27595
4124,22920 3904 30059 33827 28083
4127,10782 21775 17593 28034 31756
4132,30668 25442 14653 23431 2329
4134,6721 30668 1043 7567 19065
4139,29283 11070 10782 3960 31119
4142,21775 8884 29579 22917 26459
4143,22965 30187 7948 9548 18512
4144,19112 27842 14415 13672 505
4145,34756 31786 21354 4063 19845
4147,35999 35988 30668 29578 28610
4149,22965 25812 7948 30187 15510
4151,30266 33558 5371 8589 20747
4152,28198 20731 36035 7930 35999
4153,58 12635 27154 23826 14692
4158,29466 19111 29283 3412 26246
4175,10782 27827 8880 28207 9213
4184,9548 22965 30187 35988 33558
4187,22965 20934 27355 4194 28680
4190,35669 33146 12900 28210 13423
4194,14653 2329 18512 1819 26110
4195,28207 25812 27110 34664 27842
4197,37062 16884 35988 29578 20532
4199,28198 3413 29246 1782 20731
4203,30548 28198 17256 27612 37062
4204,35646 28198 35999 30477 3951
4214,22965 20144 3412 17483 28680
4219,27595 14653 30414 31632 27323
4222,7524 13400 17565 18855 14692
4226,28207 30266 36583 26459 12094
4233,30694 31298 20731 26540 28198
4234,35646 30266 34756 7492 31273
4254,19112 28198 20649 35941 7098
4260,29054 34009 18908 25812 10480
4263,30266 5054 3076 26459 28207
4272,9548 18512 30266 30187 26459
4275,20731 166 15076 34885 23360
4277,8720 33212 10599 7696 22838
4278,22965 23569 13360 15510 20144
4282,22965 35988 36608 14452 11578
4284,25812 17671 22965 17215 20873
4288,30187 9548 22965 9089 11578
4291,5728 6135 15456 717 5371
4295,28198 22965 7930 11906 14046
4300,29283 9548 30187 27595 14653
4302,12402 3960 29466 7524 26607
4306,28198 12635 30172 24685 7064
4327,17236 30266 26459 8589 2440
4329,34035 19979 25812 37087 7390
4330,33827 27142 24822 9548 24149
4331,28198 24815 11906 14653 3021
4338,31632 27595 14653 110 855
4352,37062 33558 13015 21761 28198
4354,9548 30187 28207 18512 21354
4356,7567 20534 8260 26212 14692
4358,711 27827 24822 5775 5779
4360,30266 9548 28198 28207 31730
4364,18908 8589 28207 33874 21186
4365,28198 15534 20731 20649 17411
4366,28207 18512 19476 7337 18921
4368,22838 28207 8720 15803 25812
4369,26607 34326 15076 32187 31119
4371,35988 6178 22965 20532 34903
4373,30266 25812 21229 9548 3076
4377,19360 14692 34035 34397 19979
4379,30266 15434 31730 7492 35705
4386,14653 24815 33238 6178 28198
4394,1399 33953 22544 27142 32722
4396,30266 9548 28207 35458 31730
4402,4187 27595 13011 23017 23500
4417,21354 9548 8589 8630 11570
4439,26625 1001 10119 17429 27029
4447,17034 13672 3951 13489 31632
4448,8589 30266 9548 3076 27614
4454,14653 24391 8884 27323 7014
4455,30414 27323 34716 19989 3559
4456,27110 8142 12738 20080 21542
4460,19111 30266 14065 21775 25823
4462,31632 27614 18923 18418 35669
4464,14692 14653 1378 8646 21413
4470,28198 3051 31002 13672 8541
4472,8999 15803 36449 33523 20144
4479,27595 30072 31632 14653 23466
4482,33558 22965 11617 35988 37062
4484,28207 30187 9548 27180 17236
4486,14653 18512 1137 26110 18477
4488,30266 28207 26459 7337 8720
4492,35999 24487 15151 28139 34756
4494,18512 19112 30187 9784 28198
4500,9548 18512 30187 28207 19476
4505,30266 9548 26459 28207 31730
4510,9548 30187 18512 28207 30266
4518,1378 34035 3410 30072 19112
4519,28198 25812 30172 27842 11906
4523,14653 14371 32797 31119 24815
4528,9174 14440 19463 24729 34014
4530,14653 19112 36960 166 21775
4541,28207 18512 19476 7337 26607
4543,34885 19883 2045 17099 10517
4545,14653 26459 28198 11927 35407
4553,27842 18480 20080 30266 1740
4565,27595 30187 31786 9548 26809
4566,19476 30266 28207 19999 21710
4569,18512 25860 10782 13981 32187
4573,36583 11927 8844 19883 12094
4575,30266 7492 30477 35646 28840
4582,30694 26540 12900 8796 35669
4585,28198 5847 30172 14046 15076
4587,22965 30187 31119 28207 18512
4588,14653 1378 24815 27323 8884
4594,19112 14653 18512 13981 9548
4600,9548 29579 24822 30266 22480
4601,13981 34177 18512 25860 32187
4611,28198 28207 18512 24815 11906
4615,32797 18512 12635 4478 28198
4616,28198 30187 20144 22965 28840
4625,9548 30266 1715 30137 29579
4634,35999 8589 9020 9186 30266
4638,3904 9548 22920 23777 12402
4639,14653 31632 19111 9009 21277
4646,18729 35669 30668 31632 13423
4650,23363 23729 35713 1153 21542
4656,24149 24098 30414 12778 27595
4657,28207 30187 9548 27180 17236
4658,18512 28207 30187 19889 11578
4674,22965 34283 28840 9784 31381
4679,30187 7948 19476 31119 22965
4687,7948 30187 22965 19476 31119
4690,21354 18512 30059 9548 11862
4691,19883 34885 2045 11253 27779
4695,28198 13489 14653 31632 21737
4698,12876 9089 27595 14195 20532
4699,28198 18512 28207 34177 14073
4703,6721 14653 9473 25442 26871
4704,6178 30694 24815 22384 34009
4709,18512 28207 14171 14073 30187
4726,9548 30187 28207 30059 18512
4729,31119 28207 29283 17236 30548
4731,18512 28198 14653 28840 26540
4736,21511 3751 18512 28271 18211
4741,9548 30187 27842 29283 27595
4756,18512 28198 8406 19112 14653
4758,14673 36449 29103 8999 2871
4760,30668 30266 2329 13428 1819
4761,14653 31632 19112 26540 9009
4763,27595 12450 9089 9548 14195
4764,12768 17240 166 35646 11862
4773,12639 19111 30668 31119 32797
4774,27595 29283 12450 17593 30187
4777,28207 30187 9548 27180 17236
4784,14653 18512 1137 26110 18477
4785,22965 34283 28198 17034 13672
4789,3904 6481 18855 26625 24155
4799,9548 35988 8646 9089 11578
4801,30266 1509 27842 25812 9548
4804,15076 34885 28198 17099 9784
4805,35999 35988 2440 10517 28610
4811,33827 15803 26483 8720 25812
4816,34664 28207 1103 21511 8720
4819,30266 3944 11578 27469 30668
4821,28207 28271 33392 30548 21511
4824,25812 28198 34521 10745 45
4828,30266 22391 26246 30409 25812
4829,5967 35941 1106 20342 17565
4832,19111 19112 21346 10031 2599
4835,30694 855 24815 24728 14653
4838,17236 10782 26459 22594 28207
4851,30187 28207 27842 29283 19272
4853,26607 19476 15854 34885 21775
4863,27110 27842 34283 30274 28840
4865,9548 30266 26459 30187 28207
4866,14653 7562 27323 30951 25442
4871,22965 27595 33953 30187 34283
4877,30548 3960 6565 30409 5728
4881,28198 14046 24815 30172 16564
4883,20144 14653 24815 33238 15803
4886,9548 13489 30059 23777 30279
4887,10834 33432 7581 26795 18888
4888,7064 21112 6135 31119 34326
4889,2440 34092 17236 12094 11927
4892,12450 36828 32641 7105 9089
4893,1399 29330 19845 5015 30284
4894,14692 17565 35941 14712 18855
4897,28207 22965 30187 14371 24178
4900,22965 9089 8646 9327 11578
4907,8996 28207 17236 34215 14073
4910,7524 36960 27118 14653 25988
4919,14653 27595 19584 13981 24391
4926,11578 14653 9089 21737 17455
4933,30172 36173 638 8844 34177
4944,22965 25812 34283 29845 27842
4946,28840 30694 855 26540 20532
4947,30414 28210 10099 15678 21028
4949,34664 34283 11977 20080 22965
4953,19476 6721 3282 17236 12094
4954,9548 30187 27595 30266 28207
4960,8001 8828 9473 26607 11435
4962,27595 855 14371 19111 34283
4967,15803 11528 24815 9667 855
4976,26540 20731 27110 30694 8406
4977,22965 6135 33523 15195 35407
4979,28207 30409 21775 17447 28034
4980,110 11578 2329 18512 30414
4983,14653 45 28198 8031 30409
4987,7524 14073 24585 28207 18908
4989,12450 28222 34303 22880 3260
4990,29103 19130 33139 22965 15803
4993,28207 19476 21511 4478 3282
4995,14653 18512 32215 855 27595
5000,28198 7930 9186 27469 11652
5001,35069 21775 17447 19476 20080
5005,22965 28198 30187 11578 7948
5009,36960 166 28271 22917 31002
5012,14653 19162 4602 33238 14046
5013,27595 30187 9548 12876 22965
5024,9089 3412 24163 27731 26760
5026,27595 3499 24815 9667 35670
5028,31632 21146 4319 3428 10745
5032,9548 23360 13489 34883 37062
5037,28271 32908 5775 10026 711
5038,22965 35988 9089 20532 21746
5041,27595 8966 30951 1137 14653
5047,15534 19112 15076 28198 4015
5050,8646 37062 33146 28198 35806
5051,14653 13981 18512 11862 32215
5053,24815 27595 855 15803 22965
5055,28198 14046 28207 11906 28206
5056,14653 27595 32733 13981 29283
5058,29466 30694 1137 10427 19111
5071,30668 27469 8646 9089 29578
5075,22965 25812 30548 28198 30187
5078,30187 27595 9548 12876 855
5079,22965 9548 13489 30187 11578
5080,28198 30694 26540 8796 12900
5081,28198 3282 6721 28271 3051
5083,35407 7712 8001 8844 27951
5086,22965 20144 23569 6135 2556
5087,8720 15803 11528 18607 20080
5088,31632 33827 24149 3428 30414
5092,28207 27595 18512 7562 34215
5093,8720 7337 33827 28207 23774
5098,26265 18729 11208 14371 15803
5106,7524 14653 9667 31020 12402
5108,14653 31015 35988 7520 2329
5109,28207 27595 34215 18512 29283
5110,28198 28840 26540 20731 20532
5112,9548 18512 28198 30187 21511
5113,9548 26459 21354 17671 3076
5114,28198 18729 14046 3021 24815
5120,35988 19476 12698 35999 22965
5126,28840 13015 24297 30694 26540
5131,19476 20367 19920 27323 29579
5133,35646 30274 10774 33146 1258
5135,9548 19112 14653 13489 18512
5138,9548 13489 36608 14415 3412
5140,22920 3904 30059 33827 28083
5143,27595 8720 22838 31786 15803
5159,28207 18512 19476 27595 30187
5160,28198 31119 22965 29283 30187
5165,22965 30187 7948 27595 17352
5168,14653 27595 855 18512 30187
5171,14653 10782 32797 15076 1378
5173,8999 15434 35999 14983 17573
5174,31756 3412 20595 25823 23119
5182,22965 11578 20649 14371 33115
5185,3282 19476 18512 4478 32797
5187,13981 18512 10921 14653 17352
5192,27827 19584 25709 34664 30187
5196,14653 6721 32797 29083 25442
5197,14653 28198 12900 26916 31632
5199,5728 6135 33523 27355 3960
5204,19112 19111 7570 13672 21346
5211,9089 8996 17352 30187 27595
5212,14653 30072 24815 8884 35766
5213,9548 30187 18512 13981 25860
5215,13981 27595 19584 18512 9548
5216,28198 33146 13489 34521 2219
5217,26607 28207 17236 12094 36583
5218,3282 18512 4478 19476 32797
5226,235 1399 26169 13211 6481
5229,27842 34283 22965 25812 34664
5235,28198 18512 28207 24815 35044
5242,28198 14046 11906 8031 20747
5243,9548 30187 18512 21354 22965
5245,30187 28207 9548 18512 27595
5247,10834 3282 13587 20534 26212
5249,35999 5371 33874 5054 28198
5250,35988 12635 27154 35999 15050
5264,13981 18512 9548 27595 35746
5266,13960 34177 24594 27530 17307
5269,15534 20649 19112 15076 30187
5274,30266 28198 9548 7930 30845
5278,24487 34756 19476 7337 5531
5280,35270 7156 3960 12402 25971
5281,10834 7581 32187 26016 8785
5282,21354 36927 35988 18512 7594
5285,12094 11927 17236 31119 26459
5286,22965 34092 30187 29845 6135
5290,32187 1715 34326 30760 17256
5294,31119 20699 7581 23569 1010
5297,30187 28207 9548 18512 27595
5299,22965 9548 33558 13489 30187
5301,20144 34397 15803 7696 24815
5302,24815 1378 36853 34035 8880
5304,32797 17099 12900 34885 5847
5308,32797 14653 14692 12900 19112
5312,30810 10031 37062 19111 27996
5315,30548 18908 17256 8589 30718
5320,26459 9548 18512 14653 11927
5330,28207 30409 17447 27180 30266
5335,37062 15076 20699 27317 34326
5341,14692 20534 33139 29103 1043
5344,28198 13489 31002 13672 19112
5351,28840 30187 20532 22965 6178
5358,8720 22880 34303 35069 33212
5365,30187 9548 28207 28840 18512
5373,28198 9548 18512 28207 34092
5376,30694 26540 28840 855 18512
5377,28198 35646 14046 27614 18923
5385,25812 22965 20144 28198 33146
5391,30187 29283 28207 27842 25812
5392,20731 7712 28198 12635 6178
5393,18512 855 28840 30187 1819
5397,27110 34283 13672 1819 17034
5401,18512 19112 18477 28207 8406
5402,14653 4602 30694 26607 10551
5404,30266 30414 19476 22640 24098
5405,28207 21511 18512 30187 7318
5409,25812 9548 13489 28198 27842
5415,14415 19584 24155 5967 23500
5417,18512 21511 18211 14653 27323
5428,3904 29283 4223 12402 20144
5430,28207 855 28840 18512 27595
5434,35999 11652 28198 8589 34092
5435,3960 21775 19592 26607 35270
5447,26459 30266 4138 29579 871
5448,9548 13489 3412 5002 24163
5453,28207 21511 18512 26459 19889
5458,3412 22965 24163 14415 2556
5465,434 14653 7064 20144 14322
5468,31632 30694 26540 24149 12900
5483,14371 27595 28207 11528 855
5484,34283 855 27842 14371 22965
5487,12852 8996 27595 9548 8442
5493,34009 18855 34095 8030 22914
5495,11927 28861 14653 27951 20747
5498,28198 1689 14046 14692 18923
5503,27595 22880 34303 30414 19584
5504,27595 33953 22965 33053 9089
5507,13058 25955 1689 17565 11406
5517,12450 9089 17593 31756 21567
5524,30694 24815 15764 6178 15690
5525,28198 17034 22965 28840 3076
5526,14653 7562 18512 26212 34903
5528,24815 14073 14653 8406 26607
5530,9548 30266 33558 17671 28206
5534,19999 22965 35106 30945 26956
5535,15902 18855 34190 14440 13974
5543,9548 30187 13489 28206 31417
5544,9548 7318 30187 31417 9784
5545,855 1819 26540 31632 110
5546,30187 22965 9548 8589 11906
5550,31632 10134 15803 1689 31177
5552,26459 17236 5621 9089 11927
5554,15151 30266 19476 21710 10099
5556,9548 30187 27595 13981 19584
5559,28185 31786 15434 7972 11041
5562,12094 24969 17593 34885 1137
5563,10517 28073 34885 15050 19989
5565,14653 27323 8884 15803 24815
5566,5550 15434 32890 13015 2587
5568,35999 35988 8766 30668 7567
5569,27595 22965 30187 31632 12876
5575,26607 28207 28840 34283 855
5576,31119 29845 22965 20534 20532
5577,35806 35669 26540 30694 35988
5580,29466 29283 31119 19111 30187
5584,9548 27595 30187 18512 28207
5585,27595 19584 17447 22880 25709
5587,14653 24815 3499 30694 35964
5588,1106 22965 29283 23363 27842
5593,27595 30414 11528 27508 31632
5597,9548 37062 30266 30187 34885
5598,28207 5728 3960 22391 20080
5601,28271 14073 28207 5728 6721
5608,21775 3960 12402 7156 35270
5610,26459 17236 10782 27469 28650
5611,8999 33874 14673 36449 10621
5614,26459 28207 18512 4478 9548
5615,22965 25812 7948 15510 27842
5618,31632 27595 30414 22880 18513
5621,26459 16256 11927 36583 36960
5630,3412 30172 37062 28198 27612
5635,30266 28207 26459 7337 18607
5637,34177 26923 2877 10026 10621
5644,22965 30187 17352 18512 8589
5648,27323 7524 3766 10603 21775
5654,29283 27595 30187 18512 28207
5659,22965 27595 13159 34035 24815
5672,31119 29578 14371 12094 20532
5673,14653 7567 9089 28861 36828
5675,35999 24487 34756 8637 21354
5680,31119 12094 18512 29283 28207
5681,30266 28207 26459 21511 18607
5689,26607 31119 12094 19476 9784
5691,22965 25812 20144 30187 11578
5696,28198 9548 30187 18512 28206
5700,22965 30187 25812 17352 7948
5702,34716 15678 14692 33635 19112
5703,30266 35458 9548 12768 35646
5709,3751 7948 20182 13672 4478
5719,18512 3282 4478 28207 19476
5720,14653 5622 18456 33138 4602
5724,37062 30265 27607 28277 1399
5725,27110 17034 28198 34283 28840
5731,18512 30187 28207 22965 28840
5732,28198 22965 28840 30187 18512
5734,14653 31756 23707 1137 8884
5736,35988 7567 252 22965 9089
5739,28271 13981 8880 21615 31020
5741,9548 30266 29579 30137 26459
5745,18512 32797 19112 8406 4478
5749,3412 25823 28198 20747 24163
5750,33912 32699 2106 19883 6721
5758,12450 14415 29579 17593 33036
5763,14653 14171 855 28840 11862
5772,26043 33971 35999 27607 15325
5773,9548 30172 711 8589 13489
5778,19111 19112 31473 31119 14371
5783,10517 34885 7972 28185 24898
5785,9548 27595 30187 110 12876
5787,14653 27595 23707 15909 36828
5790,23360 31308 9548 32666 13191
5793,18512 9548 4478 30187 13672
5797,30187 28207 9548 27180 31119
5807,34092 31119 29283 30187 28207
5811,28198 14046 20144 30694 24728
5813,28198 13489 31002 13672 19112
5817,14653 27323 29083 25442 7562
5820,30266 28198 28207 17034 28840
5822,1378 24391 14653 36608 5779
5824,12450 14094 9089 35492 3944
5827,28198 9548 18512 28207 26459
5828,3021 1378 7950 23119 30072
5831,6254 31473 33115 22965 20649
